6,6,4,3.5,3.5,3.5,3.5,1,1,1,1,3.5
6,6,4,3.5,3.5,3.5,3.5,1,1,1,1,4
6,6,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
6,6,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,6
6,6,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,6
6,6,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,1,6
6,6,6,3.5,3.5,3.5,3.5,3.5,3.5,3.5,1,9.5
6,6,6,3.5,3.5,3.5,3.5,3.5,3.5,3.5,1,9.5
6,6,6,6,3.5,3.5,3.5,3.5,3.5,3.5,9.5,9.5
6,6,6,6,6,3.5,3.5,3.5,3.5,3.5,9.5,9.5
6,6,6,6,6,3.5,3.5,3.5,3.5,3.5,9.5,9.5
6,6,6,6,6,6,3.5,3.5,3.5,3.5,9.5,9.5
6,6,6,6,6,6,6,3.5,3.5,3.5,9.5,9.5
6,6,6,6,6,6,6,3.5,3.5,3.5,9.5,9.5
6,6,6,6,6,6,6,3.5,3.5,3.5,9.5,6
6,6,6,6,6,6,6,3.5,3.5,3.5,9.5,6
6,6,6,6,6,6,6,3.5,3.5,9.5,9.5,6
6,6,6,6,6,6,6,3.5,3.5,6,6,6
