4,4,4,4,3.5,3.5,3.5,3.5,3.5,3.5,1,1
4,4,4,4,3.5,3.5,3.5,3.5,3.5,3.5,1,1
4,4,4,4,3.5,3.5,3.5,3.5,3.5,3.5,1,1
3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,1,1,1,1
3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,1,1,1,3.5
1,1,3.5,3.5,3.5,3.6,3.6,1,1,3.5,3.5,3.5
1,1,3.5,3.5,3.5,3.6,3.6,1,1,3.5,3.5,3.5
1,1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
3.5,3.5,3.5,3.5,1,1,1,3.5,3.5,3.5,3.5,3.5
3.5,3.5,3.5,1,1,1,3.5,3.5,3.5,3.5,3.5,3.5
3.5,3.5,1,1,3.5,3.6,3.6,3.5,3.5,3.5,3.5,3.5
3.5,3.5,1,3.5,3.5,3.6,3.6,3.5,3.5,3.5,3.5,3.5
3.5,3.5,1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
3.5,3.5,3.5,1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
1,1,1,1,1,3.5,3.5,3.5,3.5,3.5,3.5,3.5
1,1,1,1,1,1,1,1,3.5,3.5,3.5,3.5
1,1,1,1,1,1,1,1,1,1,1,1
