6,6,6,6,6,6,6,6,6,6,5.5,5
5.75,5.5,5.5,5.3,5.3,5.7,5.7,5.7,5.7,5.7,3,3
5.6,5.7,5.7,5.5,5.7,5.7,5.5,5.7,3.1,3.2,3.2,3
5.7,5.5,5.5,5.5,5.8,5.8,5.5,5.6,5.5,3,3,3.1
5.7,5.7,5.7,5.7,5.6,5.7,5.7,3,3,3,3,3.5
5.7,5.7,5.5,5.5,5.7,5.7,3,3,3,3.2,3.2,3.2
6,6,6,6,6,3,3,3.5,3,3.2,3,3
6,6,6,6,6,3.2,3.2,3.5,3,3,3,3
6,6,6,6,6,3.2,3.1,3.5,3.5,3.5,3.5,3
6,6,6,6,6,3.5,3.2,3.5,3.5,3.5,3.5,3
6,6,6,6,3.5,3.2,3,3.5,3.5,3.5,4.5,4
6,6,6,6,3.5,3.4,3.4,3.6,3.5,3.5,6,5
6,6,6,6,3.5,3.5,3.5,3.5,3.5,3.5,6,5
6,6,6,3.5,3.5,3.2,3.5,3.5,3.5,3.5,6,5.5
6,6,6,3.5,3.5,3,3.2,3.5,3.5,3.5,6,4
6,6,6,3.5,3.5,3.4,3.2,3.5,3.5,3.5,6,5.5
6,6,6,3.2,3.5,3.1,3,3.3,3.5,3.5,6,5.75
6,6,6,3.5,3.5,3,3.1,3.2,3.5,3.5,3.1,3
