3.5,4,4,4,4,4,4,4,4,3.5,3.5,4
4,4,4,4,4,4,4,4,4,4,4,4
1.5,1.5,1.5,4,4,4,4,4,4,4,4,4
1.5,1.5,1.5,1.5,4,4,4,4,4,4,4,4
1.5,1.5,1.5,1.5,1.5,1.5,4,4,4,4,4,4.5
1,1,1.5,1.5,1.5,2,3.5,4,4,4,4,4
1.5,1.5,1.5,1.5,1.5,2,3.5,4.5,4.5,4.5,4.5,4
1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,4,4,4.5
4,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,4,4
1.5,3.5,4,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
3.5,4,4,4,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
3.5,4,4,4,4,4,4,1.5,1.5,1.5,1.5,1.5
3.5,4,4,4,6.5,6.5,6.5,6.5,1.5,1.5,1.5,1.5
3.5,3,3.5,6.5,6.5,6.5,6.5,6.5,1.5,1.5,1.5,1.5
6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,1.5,1.5
6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
8,8,6.5,6,6.5,6,6.5,6,6.5,6,6.5,5
