0.2,0.5,2.8,2.9,2.9,3,3,3,2.8,0.1,0.2,0.1
0.4,2.7,2.8,3,3,3,3,2.9,2.9,2.8,0,2.6
0.4,2.8,2.8,3,3,3,3,3,3,2.9,2.8,2.6
2.8,2.9,3,2.8,2.9,3,3,2.8,2.8,2.9,2.9,2.9
2.7,3,3,0.5,3,3,3,3,2.8,2.9,2.9,2.9
2.8,2.8,3,0.5,0.6,3,3,3,2.9,2.5,2.7,2.9
2.8,2.8,3,1,0.8,3,3,3,2.8,3,2.9,3
2.7,2.9,3,3,2.8,3,3,3,2.9,3,2.7,2.7
2.5,3,3,3,2.9,3,2.8,2.7,2.9,2.6,2.5,2.8
2.8,2.9,2.9,3,3,3,3,2.9,2.8,2.8,2.9,3
2.7,2.9,3,3,3,3,3,3,3,2.7,3,3
2.7,2.9,2.9,3,3.1,3,3,3,3,3,3,3
2.8,2.9,3,3,3,3,3,3,3,2.9,3.1,2.9
2.7,3,3,2.9,3,3,3,3,3,3,3,2.9
2.7,2.9,3,3,3,3,3,3,2.9,3,3,2.9
2.6,2.8,3,3,3,3,3,3,3,3,2.8,3
2.7,2.8,3,3,3,3,3,3,3,3,0.5,0.5
3,2.8,3,3,3,3,3,3,3.1,0.5,0.5,0.5
