8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75
8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.6
6.3,6.2,6.1,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.8
6.3,6.1,6.1,6.2,6.2,6.2,6.2,8.6,8.6,8.7,8.7,8.8
11.7,11.7,11.6,6,6.1,6.2,6.1,6.2,8.6,8.7,8.75,8.9
8,8.9,11,11.6,6,6,6,6,8.4,8.6,8.5,8.8
7.1,8.4,9.5,11,6.1,6.1,6.2,6.1,6.1,8.4,8.5,8.75
7,8.3,9.3,10.4,6.1,6.1,6.2,6.1,6.1,6.1,8.6,6.3
7.2,8,9.2,10.7,6.1,6,6,6.1,6.1,6.1,6.2,6.1
7.3,8.8,10,11.1,6.1,6.1,6.2,6.2,6.2,6.2,6.2,6.4
8.4,9,11.5,6.1,6.1,6.1,6,6.2,6.2,6.2,6.2,6.3
6.1,11.5,1.5,6,6.1,6.1,6.1,6.1,6.1,6.1,6.2,6.1
6.75,6.8,1.5,6.5,6.5,6.6,6.7,6.75,6.75,6.75,6.9,7
7,6.75,1.6,6.9,6.8,6.9,6.9,6.8,6.8,6.9,6.9,7
7,6.8,1.6,6.9,6.8,6.75,6.8,6.8,6.75,6.75,6.75,6.75
4.1,4.1,1.5,4.3,4.3,6.75,6.8,6.7,6.9,6.9,6.9,6.9
4.1,4,1.5,4.2,4.25,4.25,4.25,4.25,6.6,6.75,6.75,6.75
4,1.5,1.5,4.2,4.2,4.2,4,4,4,6.75,6.7,6.5
