3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,0.9
3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,0.8,0.9
3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,0.7,0.7,3.5,3.5
3.5,3.5,3.5,3.5,3.5,3.5,3.5,0.7,0.7,0.9,3.5,3.5
3.5,3.5,3.5,3.5,3.5,3.5,3.5,0.9,0.8,3.5,3.5,3.5
3.5,3.5,3.5,3.5,3.5,3.5,3.5,1,0.9,0.8,3.5,3.5
3.5,3.5,3.5,3.5,3.5,3.5,3.5,0.8,0.9,3.5,3.5,3.5
3.5,3.5,3.5,3.5,3.5,3.5,0.8,0.8,3.5,3.5,3.5,3.5
3.5,3.5,3.5,3.5,3.5,3.5,0.7,0.9,3.5,3.5,3.5,3.5
3.5,3.5,3.5,3.5,3.5,3.5,1,0.9,3.5,3.5,3.5,3.5
3.5,3.5,3.5,3.5,3.5,3.5,0.8,0.8,3.5,3.5,3.5,3.5
3.5,3.5,3.5,3.5,3.5,3.5,3.5,0.7,0.8,3.5,3.5,3.5
3.5,3.5,3.5,3.5,3.5,3.5,3.5,0.6,0.9,3.5,3.5,3.5
3.5,3.5,3.5,3.5,3.5,3.5,3.5,0.9,0.9,3.5,3.5,3.5
3.5,3.5,3.5,3.5,3.5,3.5,3.5,0.8,0.8,0.8,3.5,3.4
3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.2,0.8,0.8,3.3,3.4
3.7,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,0.75,3.4,0.75
3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,1.8,0.9,1
