8,7.9,8,8,10.5,10.5,11.5,10.5,10,10.1,9.8,10
8.1,8.1,8,8,10.5,10.4,11.5,10.5,10.2,10.1,10.1,10
8.2,8.2,8.1,8,8,10.4,11.5,10.5,10.2,10.2,10.2,10
8.5,8.2,8.1,8.1,8,8,11.5,10.5,10.2,10,10.2,10
8.4,8.3,8.1,8.1,8,8,11.5,10.5,10.3,10.2,10.1,10
8.2,8.1,8.2,8.1,7.9,7.9,8,8,10.2,10.2,10,10.5
8.2,8.2,8.2,8,8,8,8,8,8,10,8,7.8
5.9,5.3,8,8,8,8,8,8,8,8,8,7.9
5.7,5.4,8,8,8,8,8,8,8,8,8.1,7.9
6,5.5,5.5,8,8,8,8,8,8,8,8.1,7.9
5.9,5.6,5.3,5.3,5.6,8,8,8,8,8,8,7.8
5.7,5.6,5.4,5.2,5.5,5.5,8,8,8,8,8,8
5.8,5.5,5.4,5.4,5.6,5.6,7.6,7.5,7.9,5.3,7.9,6
5.9,6,5.3,5.3,5.3,5.7,5.5,5.5,5.5,5.5,5.3,5
5.6,5.5,5.4,5.4,5.6,5.5,5.5,5.5,5.5,5.5,5.4,5.4
5.9,5.8,5.4,5.3,5.5,5.7,5.5,5.5,5.3,5.7,5.5,5.4
5.7,5.6,5.3,5.4,5.7,5.7,5.5,5.5,5.8,5.7,5.5,5.3
4.8,5.5,5.4,5.3,5.5,5.7,5.5,5.5,5.8,5.5,5.5,5
