X,Y,Z
0,0,11.5
0,1,11.5
0,2,11.5
0,3,11
0,4,11.5
0,5,11.5
0,6,11.5
0,7,11.5
0,8,9
0,9,9
0,10,9
0,11,9
1,0,11
1,1,11.5
1,2,11.5
1,3,11.5
1,4,11.5
1,5,11.5
1,6,11.5
1,7,11.5
1,8,9
1,9,9
1,10,9
1,11,9
2,0,11
2,1,11.5
2,2,11.5
2,3,11.5
2,4,11.5
2,5,11.5
2,6,11.5
2,7,9
2,8,9
2,9,9
2,10,9
2,11,9
3,0,11
3,1,11.5
3,2,11.5
3,3,11.5
3,4,11.5
3,5,11.5
3,6,11.5
3,7,11.5
3,8,9
3,9,9
3,10,9
3,11,9.5
4,0,11.5
4,1,11.5
4,2,11.5
4,3,11.5
4,4,11.5
4,5,11.5
4,6,9
4,7,9
4,8,9
4,9,9
4,10,9
4,11,9
5,0,11.5
5,1,11.5
5,2,11.5
5,3,11.5
5,4,11.5
5,5,11.5
5,6,9
5,7,9
5,8,9
5,9,9
5,10,9
5,11,9
6,0,9
6,1,9
6,2,9
6,3,9
6,4,9
6,5,9
6,6,9
6,7,9
6,8,9
6,9,9
6,10,9
6,11,9
7,0,9
7,1,9
7,2,9
7,3,9
7,4,9
7,5,9
7,6,9
7,7,9
7,8,9
7,9,9
7,10,9
7,11,9
8,0,9
8,1,9
8,2,9
8,3,9
8,4,9
8,5,9
8,6,9
8,7,9
8,8,9
8,9,9
8,10,7
8,11,6.5
9,0,9
9,1,9
9,2,9
9,3,9
9,4,9
9,5,9
9,6,9
9,7,9
9,8,7
9,9,7
9,10,7
9,11,6.5
10,0,9
10,1,9
10,2,9
10,3,9
10,4,9
10,5,9
10,6,6.5
10,7,6.5
10,8,7
10,9,6.5
10,10,6.5
10,11,6.5
11,0,9
11,1,9
11,2,9
11,3,9
11,4,9
11,5,9
11,6,6.5
11,7,7
11,8,7
11,9,7
11,10,7
11,11,7
12,0,9
12,1,6.5
12,2,6.5
12,3,6.5
12,4,6.5
12,5,6.5
12,6,7
12,7,6
12,8,6.5
12,9,6.5
12,10,6.5
12,11,7
13,0,6.5
13,1,6.5
13,2,6.5
13,3,6.5
13,4,6.5
13,5,6.5
13,6,6.5
13,7,4
13,8,6.5
13,9,6.5
13,10,6.5
13,11,6.5
14,0,6.5
14,1,6.5
14,2,6.5
14,3,6.5
14,4,6.5
14,5,6.5
14,6,4
14,7,4
14,8,4
14,9,7
14,10,6.5
14,11,6.5
15,0,6.5
15,1,6.5
15,2,6.5
15,3,6.5
15,4,6.5
15,5,6.5
15,6,6.5
15,7,4
15,8,6.5
15,9,7
15,10,6.5
15,11,6.5
16,0,6.5
16,1,6.5
16,2,6.5
16,3,6.5
16,4,6.5
16,5,7
16,6,6.5
16,7,7
16,8,7
16,9,7
16,10,6.5
16,11,6.5
17,0,6.5
17,1,6
17,2,6.5
17,3,6.5
17,4,6.5
17,5,6.5
17,6,6.5
17,7,6.5
17,8,7
17,9,6.5
17,10,6.5
17,11,6.5
