5.5,6.5,6.5,4,4,4,3.9,1.5,3.8,4,3.8,4
6,6,6,4,4,4,3.9,1.5,3.8,4,3.8,4
6,6.5,6.25,4,4,4,4.1,2,3.6,4,3.8,4
6.25,6.5,6.5,4,4,4,4,2,3.8,4,4,4
6.5,6.5,6.5,4,4,4,4,1.5,3.8,4,4,3.5
6.25,6.5,6.5,4,4,4,4,1.5,3.8,4,2,1.5
6.25,6.5,6.5,6.5,6.3,4,4,1.5,3.8,4,1.5,1.5
6.25,6.5,6.3,6.5,6.3,4,4,1.5,3.8,4,1.5,1.5
6,6.5,6.3,6.5,6.5,1.5,4,1.5,3.8,4,3.5,1.5
6,6.5,6.3,6.5,6.5,1.5,1.5,1.5,3.8,4,4,4
6.25,6.5,6.3,6.5,6.3,6.5,1.5,1.5,3.8,4,3.8,4
6,6.5,6.3,6.5,6.4,6.5,1.5,1.5,3.8,1,3.8,4
6.25,6.25,6.3,6.5,6.4,6.5,1.5,1.5,1,1,1,4
6.25,6.25,6.3,6.5,6.3,6.5,6.5,6,1,1,1,1.3
6.25,6.25,6.3,6.5,6.5,6.5,6.5,6.5,1,1,1.3,1
8.5,8.5,6.4,6.5,6.3,6.5,6.5,6.5,6.5,6.5,1,1
8.5,8.6,8.6,6.5,6.3,6.5,6.5,6.5,6.5,6.5,1,1
3.5,8.5,8.8,8.5,6.3,6.5,6.5,6.5,6.3,6.5,5.5,1.3
