11.5,11.5,11.5,11,11.5,11.5,11.5,11.5,9,9,9,9
11,11.5,11.5,11.5,11.5,11.5,11.5,11.5,9,9,9,9
11,11.5,11.5,11.5,11.5,11.5,11.5,9,9,9,9,9
11,11.5,11.5,11.5,11.5,11.5,11.5,11.5,9,9,9,9.5
11.5,11.5,11.5,11.5,11.5,11.5,9,9,9,9,9,9
11.5,11.5,11.5,11.5,11.5,11.5,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,7,6.5
9,9,9,9,9,9,9,9,7,7,7,6.5
9,9,9,9,9,9,6.5,6.5,7,6.5,6.5,6.5
9,9,9,9,9,9,6.5,7,7,7,7,7
9,6.5,6.5,6.5,6.5,6.5,7,6,6.5,6.5,6.5,7
6.5,6.5,6.5,6.5,6.5,6.5,6.5,4,6.5,6.5,6.5,6.5
6.5,6.5,6.5,6.5,6.5,6.5,4,4,4,7,6.5,6.5
6.5,6.5,6.5,6.5,6.5,6.5,6.5,4,6.5,7,6.5,6.5
6.5,6.5,6.5,6.5,6.5,7,6.5,7,7,7,6.5,6.5
6.5,6,6.5,6.5,6.5,6.5,6.5,6.5,7,6.5,6.5,6.5
