0,0,11.5
1,0,11.5
2,0,11.5
3,0,11.5
4,0,11.5
5,0,11.5
6,0,11
7,0,11
8,0,11.5
9,0,11.5
10,0,11.5
11,0,11.5
12,0,11.5
13,0,11.5
14,0,11.5
15,0,11.5
16,0,9
17,0,9
18,0,9
19,0,9
20,0,9
21,0,9
22,0,9
23,0,9
24,0,8.5
25,0,8.5
26,0,8.5
27,0,8.5
28,0,8.5
29,0,8.5
30,0,8.5
31,0,8.5
32,0,8.5
33,0,8.5
34,0,8.5
35,0,8.5
36,0,8.5
37,0,8.5
38,0,8.5
39,0,8.5
40,0,8.5
41,0,8.5
42,0,8.5
43,0,8.5
44,0,8.5
45,0,8.5
46,0,8.5
47,0,8.5
48,0,8.75
49,0,8.75
50,0,8.75
51,0,8.75
52,0,8.75
53,0,8.75
54,0,8.75
55,0,8.75
56,0,8.75
57,0,8.75
58,0,8.75
59,0,8.75
60,0,8.75
61,0,8.75
62,0,8.75
63,0,8.75
64,0,8.75
65,0,8.75
66,0,8.75
67,0,8.75
68,0,8.75
69,0,8.75
70,0,8.75
71,0,8.75
72,0,9
73,0,9
74,0,8.9
75,0,8.9
76,0,9
77,0,9
78,0,9
79,0,9
80,0,11.5
81,0,11.5
82,0,11.5
83,0,11.5
84,0,12.5
85,0,12.5
86,0,11.5
87,0,11.5
88,0,8
89,0,8
90,0,11.1
91,0,11.1
92,0,10.8
93,0,10.8
94,0,11
95,0,11
0,1,11.5
1,1,11.5
2,1,11.5
3,1,11.5
4,1,11.5
5,1,11.5
6,1,11
7,1,11
8,1,11.5
9,1,11.5
10,1,11.5
11,1,11.5
12,1,11.5
13,1,11.5
14,1,11.5
15,1,11.5
16,1,9
17,1,9
18,1,9
19,1,9
20,1,9
21,1,9
22,1,9
23,1,9
24,1,8.5
25,1,8.5
26,1,8.5
27,1,8.5
28,1,8.5
29,1,8.5
30,1,8.5
31,1,8.5
32,1,8.5
33,1,8.5
34,1,8.5
35,1,8.5
36,1,8.5
37,1,8.5
38,1,8.5
39,1,8.5
40,1,8.5
41,1,8.5
42,1,8.5
43,1,8.5
44,1,8.5
45,1,8.5
46,1,8.5
47,1,8.5
48,1,8.75
49,1,8.75
50,1,8.75
51,1,8.75
52,1,8.75
53,1,8.75
54,1,8.75
55,1,8.75
56,1,8.75
57,1,8.75
58,1,8.75
59,1,8.75
60,1,8.75
61,1,8.75
62,1,8.75
63,1,8.75
64,1,8.75
65,1,8.75
66,1,8.75
67,1,8.75
68,1,8.75
69,1,8.75
70,1,8.75
71,1,8.75
72,1,9
73,1,9
74,1,8.9
75,1,8.9
76,1,9
77,1,9
78,1,9
79,1,9
80,1,11.5
81,1,11.5
82,1,11.5
83,1,11.5
84,1,12.5
85,1,12.5
86,1,11.5
87,1,11.5
88,1,8
89,1,8
90,1,11.1
91,1,11.1
92,1,10.8
93,1,10.8
94,1,11
95,1,11
0,2,11.5
1,2,11.5
2,2,11.5
3,2,11.5
4,2,11.5
5,2,11.5
6,2,11
7,2,11
8,2,11.5
9,2,11.5
10,2,11.5
11,2,11.5
12,2,11.5
13,2,11.5
14,2,11.5
15,2,11.5
16,2,9
17,2,9
18,2,9
19,2,9
20,2,9
21,2,9
22,2,9
23,2,9
24,2,8.5
25,2,8.5
26,2,8.5
27,2,8.5
28,2,8.5
29,2,8.5
30,2,8.5
31,2,8.5
32,2,8.5
33,2,8.5
34,2,8.5
35,2,8.5
36,2,8.5
37,2,8.5
38,2,8.5
39,2,8.5
40,2,8.5
41,2,8.5
42,2,8.5
43,2,8.5
44,2,8.5
45,2,8.5
46,2,8.5
47,2,8.5
48,2,8.75
49,2,8.75
50,2,8.75
51,2,8.75
52,2,8.75
53,2,8.75
54,2,8.75
55,2,8.75
56,2,8.75
57,2,8.75
58,2,8.75
59,2,8.75
60,2,8.75
61,2,8.75
62,2,8.75
63,2,8.75
64,2,8.75
65,2,8.75
66,2,8.75
67,2,8.75
68,2,8.75
69,2,8.75
70,2,8.75
71,2,8.75
72,2,9
73,2,9
74,2,8.9
75,2,8.9
76,2,9
77,2,9
78,2,9
79,2,9
80,2,11.5
81,2,11.5
82,2,11.5
83,2,11.5
84,2,12.5
85,2,12.5
86,2,11.5
87,2,11.5
88,2,8
89,2,8
90,2,11.1
91,2,11.1
92,2,10.8
93,2,10.8
94,2,11
95,2,11
0,3,11
1,3,11
2,3,11.5
3,3,11.5
4,3,11.5
5,3,11.5
6,3,11.5
7,3,11.5
8,3,11.5
9,3,11.5
10,3,11.5
11,3,11.5
12,3,11.5
13,3,11.5
14,3,11.5
15,3,11.5
16,3,9
17,3,9
18,3,9
19,3,9
20,3,9
21,3,9
22,3,9
23,3,9
24,3,8.5
25,3,8.5
26,3,8.5
27,3,8.5
28,3,8.5
29,3,8.5
30,3,8.5
31,3,8.5
32,3,8.5
33,3,8.5
34,3,8.5
35,3,8.5
36,3,8.5
37,3,8.5
38,3,8.5
39,3,8.5
40,3,8.5
41,3,8.5
42,3,8.5
43,3,8.5
44,3,8.5
45,3,8.5
46,3,8.5
47,3,8.5
48,3,8.75
49,3,8.75
50,3,8.75
51,3,8.75
52,3,8.75
53,3,8.75
54,3,8.75
55,3,8.75
56,3,8.75
57,3,8.75
58,3,8.75
59,3,8.75
60,3,8.75
61,3,8.75
62,3,8.75
63,3,8.75
64,3,8.75
65,3,8.75
66,3,8.75
67,3,8.75
68,3,8.75
69,3,8.75
70,3,8.6
71,3,8.6
72,3,9.1
73,3,9.1
74,3,9.1
75,3,9.1
76,3,9
77,3,9
78,3,9
79,3,9
80,3,11.5
81,3,11.5
82,3,11.3
83,3,11.3
84,3,12.5
85,3,12.5
86,3,11.5
87,3,11.5
88,3,11.2
89,3,11.2
90,3,11.1
91,3,11.1
92,3,11.1
93,3,11.1
94,3,11
95,3,11
0,4,11
1,4,11
2,4,11.5
3,4,11.5
4,4,11.5
5,4,11.5
6,4,11.5
7,4,11.5
8,4,11.5
9,4,11.5
10,4,11.5
11,4,11.5
12,4,11.5
13,4,11.5
14,4,11.5
15,4,11.5
16,4,9
17,4,9
18,4,9
19,4,9
20,4,9
21,4,9
22,4,9
23,4,9
24,4,8.5
25,4,8.5
26,4,8.5
27,4,8.5
28,4,8.5
29,4,8.5
30,4,8.5
31,4,8.5
32,4,8.5
33,4,8.5
34,4,8.5
35,4,8.5
36,4,8.5
37,4,8.5
38,4,8.5
39,4,8.5
40,4,8.5
41,4,8.5
42,4,8.5
43,4,8.5
44,4,8.5
45,4,8.5
46,4,8.5
47,4,8.5
48,4,8.75
49,4,8.75
50,4,8.75
51,4,8.75
52,4,8.75
53,4,8.75
54,4,8.75
55,4,8.75
56,4,8.75
57,4,8.75
58,4,8.75
59,4,8.75
60,4,8.75
61,4,8.75
62,4,8.75
63,4,8.75
64,4,8.75
65,4,8.75
66,4,8.75
67,4,8.75
68,4,8.75
69,4,8.75
70,4,8.6
71,4,8.6
72,4,9.1
73,4,9.1
74,4,9.1
75,4,9.1
76,4,9
77,4,9
78,4,9
79,4,9
80,4,11.5
81,4,11.5
82,4,11.3
83,4,11.3
84,4,12.5
85,4,12.5
86,4,11.5
87,4,11.5
88,4,11.2
89,4,11.2
90,4,11.1
91,4,11.1
92,4,11.1
93,4,11.1
94,4,11
95,4,11
0,5,11
1,5,11
2,5,11.5
3,5,11.5
4,5,11.5
5,5,11.5
6,5,11.5
7,5,11.5
8,5,11.5
9,5,11.5
10,5,11.5
11,5,11.5
12,5,11.5
13,5,11.5
14,5,9
15,5,9
16,5,9
17,5,9
18,5,9
19,5,9
20,5,9
21,5,9
22,5,9
23,5,9
24,5,8.5
25,5,8.5
26,5,8.5
27,5,8.5
28,5,8.5
29,5,8.5
30,5,8.5
31,5,8.5
32,5,8.5
33,5,8.5
34,5,8.5
35,5,8.5
36,5,8.5
37,5,8.5
38,5,8.5
39,5,8.5
40,5,8.5
41,5,8.5
42,5,8.5
43,5,8.5
44,5,8.5
45,5,8.5
46,5,8.5
