0,0,11.5,104
1,0,11.5,101
2,0,11.5,100
3,0,11.5,103
4,0,11.5,100
5,0,11.5,105
6,0,11,105
7,0,11,102
8,0,11.5,101
9,0,11.5,105
10,0,11.5,101
11,0,11.5,105
12,0,11.5,104
13,0,11.5,105
14,0,11.5,100
15,0,11.5,101
16,0,9,105
17,0,9,104
18,0,9,102
19,0,9,105
20,0,9,102
21,0,9,103
22,0,9,102
23,0,9,104
24,0,8.5,104
25,0,8.5,100
26,0,8.5,104
27,0,8.5,105
28,0,8.5,110
29,0,8.5,111
30,0,8.5,118
31,0,8.5,113
32,0,8.5,129
33,0,8.5,128
34,0,8.5,121
35,0,8.5,127
36,0,8.5,127
37,0,8.5,130
38,0,8.5,138
39,0,8.5,131
40,0,8.5,133
41,0,8.5,145
42,0,8.5,141
43,0,8.5,149
44,0,8.5,143
45,0,8.5,144
46,0,8.5,141
47,0,8.5,147
48,0,8.75,141
49,0,8.75,142
50,0,8.75,148
51,0,8.75,145
52,0,8.75,137
53,0,8.75,137
54,0,8.75,133
55,0,8.75,138
56,0,8.75,133
57,0,8.75,131
58,0,8.75,132
59,0,8.75,139
60,0,8.75,130
61,0,8.75,129
62,0,8.75,120
63,0,8.75,124
64,0,8.75,129
65,0,8.75,121
66,0,8.75,127
67,0,8.75,123
68,0,8.75,120
69,0,8.75,112
70,0,8.75,110
71,0,8.75,110
72,0,9,118
73,0,9,111
74,0,8.9,114
75,0,8.9,100
76,0,9,102
77,0,9,103
78,0,9,104
79,0,9,104
80,0,11.5,100
81,0,11.5,102
82,0,11.5,104
83,0,11.5,102
84,0,12.5,101
85,0,12.5,103
86,0,11.5,100
87,0,11.5,105
88,0,8,103
89,0,8,105
90,0,11.1,102
91,0,11.1,104
92,0,10.8,101
93,0,10.8,104
94,0,11,101
95,0,11,103
0,1,11.5,100
1,1,11.5,102
2,1,11.5,102
3,1,11.5,105
4,1,11.5,103
5,1,11.5,104
6,1,11,105
7,1,11,102
8,1,11.5,100
9,1,11.5,101
10,1,11.5,104
11,1,11.5,102
12,1,11.5,105
13,1,11.5,100
14,1,11.5,102
15,1,11.5,102
16,1,9,103
17,1,9,103
18,1,9,104
19,1,9,102
20,1,9,104
21,1,9,105
22,1,9,105
23,1,9,102
24,1,8.5,104
25,1,8.5,103
26,1,8.5,101
27,1,8.5,105
28,1,8.5,111
29,1,8.5,116
30,1,8.5,114
31,1,8.5,115
32,1,8.5,129
33,1,8.5,122
34,1,8.5,122
35,1,8.5,139
36,1,8.5,135
37,1,8.5,131
38,1,8.5,132
39,1,8.5,145
40,1,8.5,142
41,1,8.5,142
42,1,8.5,147
43,1,8.5,141
44,1,8.5,142
45,1,8.5,142
46,1,8.5,143
47,1,8.5,143
48,1,8.75,141
49,1,8.75,143
50,1,8.75,142
51,1,8.75,143
52,1,8.75,144
